Video URL,Hashtags
https://www.youtube.com/watch?v=dQw4w9WgXcQ,"#rick astley, #Never Gonna Give You Up, #nggyu, #never gonna give you up lyrics, #rick rolled, #Rick Roll, #rick astley official, #rickrolled, #Fortnite song, #Fortnite event, #Fortnite dance, #fortnite never gonna give you up, #rick roll, #rickrolling, #rick rolling, #never gonna give you up, #80s music, #rick astley new, #animated video, #rickroll, #meme songs, #never gonna give u up lyrics, #Rick Astley 2022, #never gonna let you down, #animated, #rick rolls 2022, #never gonna give you up karaoke"
